0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,0.17338,0.24048,0.22653,0.20387,0.17338,0.13622,0.093833,0.047835,0.16332,0.22653,0.21339,0.19204,0.16332,0.12832,0.088388,0.04506,0.14698,0.20387,0.19204,0.17284,0.14698,0.11548,0.079547,0.040553,0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,0.098212,0.13622,0.12832,0.11548,0.098212,0.077165,0.053152,0.027097,0.06765,0.093833,0.088388,0.079547,0.06765,0.053152,0.036612,0.018664,0.034487,0.047835,0.04506,0.040553,0.034487,0.027097,0.018664,0.0095151
0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,0.14698,0.20387,0.19204,0.17284,0.14698,0.11548,0.079547,0.040553,0.06765,0.093833,0.088388,0.079547,0.06765,0.053152,0.036612,0.018664,-0.034487,-0.047835,-0.04506,-0.040553,-0.034487,-0.027097,-0.018664,-0.0095151,-0.125,-0.17338,-0.16332,-0.14698,-0.125,-0.098212,-0.06765,-0.034487,-0.17338,-0.24048,-0.22653,-0.20387,-0.17338,-0.13622,-0.093833,-0.047835,-0.16332,-0.22653,-0.21339,-0.19204,-0.16332,-0.12832,-0.088388,-0.04506,-0.098212,-0.13622,-0.12832,-0.11548,-0.098212,-0.077165,-0.053152,-0.027097
0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,0.098212,0.13622,0.12832,0.11548,0.098212,0.077165,0.053152,0.027097,-0.06765,-0.093833,-0.088388,-0.079547,-0.06765,-0.053152,-0.036612,-0.018664,-0.17338,-0.24048,-0.22653,-0.20387,-0.17338,-0.13622,-0.093833,-0.047835,-0.125,-0.17338,-0.16332,-0.14698,-0.125,-0.098212,-0.06765,-0.034487,0.034487,0.047835,0.04506,0.040553,0.034487,0.027097,0.018664,0.0095151,0.16332,0.22653,0.21339,0.19204,0.16332,0.12832,0.088388,0.04506,0.14698,0.20387,0.19204,0.17284,0.14698,0.11548,0.079547,0.040553
0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,0.034487,0.047835,0.04506,0.040553,0.034487,0.027097,0.018664,0.0095151,-0.16332,-0.22653,-0.21339,-0.19204,-0.16332,-0.12832,-0.088388,-0.04506,-0.098212,-0.13622,-0.12832,-0.11548,-0.098212,-0.077165,-0.053152,-0.027097,0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,0.14698,0.20387,0.19204,0.17284,0.14698,0.11548,0.079547,0.040553,-0.06765,-0.093833,-0.088388,-0.079547,-0.06765,-0.053152,-0.036612,-0.018664,-0.17338,-0.24048,-0.22653,-0.20387,-0.17338,-0.13622,-0.093833,-0.047835
0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,-0.034487,-0.047835,-0.04506,-0.040553,-0.034487,-0.027097,-0.018664,-0.0095151,-0.16332,-0.22653,-0.21339,-0.19204,-0.16332,-0.12832,-0.088388,-0.04506,0.098212,0.13622,0.12832,0.11548,0.098212,0.077165,0.053152,0.027097,0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,-0.14698,-0.20387,-0.19204,-0.17284,-0.14698,-0.11548,-0.079547,-0.040553,-0.06765,-0.093833,-0.088388,-0.079547,-0.06765,-0.053152,-0.036612,-0.018664,0.17338,0.24048,0.22653,0.20387,0.17338,0.13622,0.093833,0.047835
0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,-0.098212,-0.13622,-0.12832,-0.11548,-0.098212,-0.077165,-0.053152,-0.027097,-0.06765,-0.093833,-0.088388,-0.079547,-0.06765,-0.053152,-0.036612,-0.018664,0.17338,0.24048,0.22653,0.20387,0.17338,0.13622,0.093833,0.047835,-0.125,-0.17338,-0.16332,-0.14698,-0.125,-0.098212,-0.06765,-0.034487,-0.034487,-0.047835,-0.04506,-0.040553,-0.034487,-0.027097,-0.018664,-0.0095151,0.16332,0.22653,0.21339,0.19204,0.16332,0.12832,0.088388,0.04506,-0.14698,-0.20387,-0.19204,-0.17284,-0.14698,-0.11548,-0.079547,-0.040553
0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,-0.14698,-0.20387,-0.19204,-0.17284,-0.14698,-0.11548,-0.079547,-0.040553,0.06765,0.093833,0.088388,0.079547,0.06765,0.053152,0.036612,0.018664,0.034487,0.047835,0.04506,0.040553,0.034487,0.027097,0.018664,0.0095151,-0.125,-0.17338,-0.16332,-0.14698,-0.125,-0.098212,-0.06765,-0.034487,0.17338,0.24048,0.22653,0.20387,0.17338,0.13622,0.093833,0.047835,-0.16332,-0.22653,-0.21339,-0.19204,-0.16332,-0.12832,-0.088388,-0.04506,0.098212,0.13622,0.12832,0.11548,0.098212,0.077165,0.053152,0.027097
0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,-0.17338,-0.24048,-0.22653,-0.20387,-0.17338,-0.13622,-0.093833,-0.047835,0.16332,0.22653,0.21339,0.19204,0.16332,0.12832,0.088388,0.04506,-0.14698,-0.20387,-0.19204,-0.17284,-0.14698,-0.11548,-0.079547,-0.040553,0.125,0.17338,0.16332,0.14698,0.125,0.098212,0.06765,0.034487,-0.098212,-0.13622,-0.12832,-0.11548,-0.098212,-0.077165,-0.053152,-0.027097,0.06765,0.093833,0.088388,0.079547,0.06765,0.053152,0.036612,0.018664,-0.034487,-0.047835,-0.04506,-0.040553,-0.034487,-0.027097,-0.018664,-0.0095151
0.125,0.14698,0.06765,-0.034487,-0.125,-0.17338,-0.16332,-0.098212,0.17338,0.20387,0.093833,-0.047835,-0.17338,-0.24048,-0.22653,-0.13622,0.16332,0.19204,0.088388,-0.04506,-0.16332,-0.22653,-0.21339,-0.12832,0.14698,0.17284,0.079547,-0.040553,-0.14698,-0.20387,-0.19204,-0.11548,0.125,0.14698,0.06765,-0.034487,-0.125,-0.17338,-0.16332,-0.098212,0.098212,0.11548,0.053152,-0.027097,-0.098212,-0.13622,-0.12832,-0.077165,0.06765,0.079547,0.036612,-0.018664,-0.06765,-0.093833,-0.088388,-0.053152,0.034487,0.040553,0.018664,-0.0095151,-0.034487,-0.047835,-0.04506,-0.027097
0.125,0.14698,0.06765,-0.034487,-0.125,-0.17338,-0.16332,-0.098212,0.14698,0.17284,0.079547,-0.040553,-0.14698,-0.20387,-0.19204,-0.11548,0.06765,0.079547,0.036612,-0.018664,-0.06765,-0.093833,-0.088388,-0.053152,-0.034487,-0.040553,-0.018664,0.0095151,0.034487,0.047835,0.04506,0.027097,-0.125,-0.14698,-0.06765,0.034487,0.125,0.17338,0.16332,0.098212,-0.17338,-0.20387,-0.093833,0.047835,0.17338,0.24048,0.22653,0.13622,-0.16332,-0.19204,-0.088388,0.04506,0.16332,0.22653,0.21339,0.12832,-0.098212,-0.11548,-0.053152,0.027097,0.098212,0.13622,0.12832,0.077165
